SMILES,frag_list,LogVP
Cc1ccccc1OCc1ccccc1/C(=N\OC)/C(=O)OC,"[267.101, 282.112, 206.081, 222.091, 116.05, 282.113, 222.091, 116.049, 131.073, 116.049, 131.073, 222.091, 131.073, 116.049, 194.096, 116.049, 131.073, 89.038, 116.049, 89.038, 131.073, 222.091, 116.049, 132.081, 222.091, 131.073, 116.049, 131.073, 222.091, 116.049, 116.049, 131.073, 222.091, 131.073, 116.049, 130.065, 116.049, 89.038, 130.065, 267.101, 282.112, 206.081]",-7.7645
COC(=O)C(C)N(c1c(C)cccc1C)C(=O)c1ccco1,"[270.113, 242.118, 302.139, 242.118, 95.013, 270.113, 95.013, 242.118, 146.096, 95.013, 242.118, 83.013, 95.013, 83.013, 105.07, 95.013, 83.013, 105.07]",-6.2798
CC(Oc1cccc2ccccc21)C(=O)N(CC)CC,"[272.164, 199.075, 273.168, 171.08, 129.114, 199.075, 171.08, 129.114, 143.084, 171.08, 143.085, 153.069, 128.061, 153.068, 127.053, 199.076, 171.081, 128.107, 272.165, 199.076, 74.096, 129.115, 171.081, 199.075, 171.081, 129.115, 58.065, 171.081, 58.065, 72.081, 58.065, 72.081, 171.08, 58.065, 128.062, 72.081, 272.164, 199.075, 74.096, 129.115, 171.081, 199.076, 171.081, 129.115, 58.065, 171.081, 58.065, 72.081, 58.065, 72.081, 171.08, 58.065, 128.062, 72.081, 199.075, 171.081, 128.107]",-6.7645
CC(Cc1ccc(cc1)C(C)(C)C)CN1CCCCC1,"[274.253, 147.117, 86.096, 147.117, 274.253, 86.097, 274.253, 274.253, 274.253, 147.117, 86.097, 274.253, 147.117, 86.097, 147.117, 86.097, 132.093, 132.093, 147.117, 119.085, 274.253, 274.253, 274.253, 147.117, 86.097, 274.253, 147.117, 86.096, 147.117, 86.097, 132.093, 132.093, 147.117, 119.085, 147.117, 86.096, 218.19]",-3.8928
Cc1cc(ccc1SC)OP(=S)(OC)OC,"[279.027, 247.001, 169.013, 169.013, 247.0, 138.049, 169.013, 153.036, 124.981, 168.986, 153.036, 169.013, 168.986, 121.01, 152.982, 231.024, 279.027, 216.0]",-4.9788
CS(=O)(=O)N(C)S(=O)(=O)NC(O)=Nc1[n]c(cc([n]1)OC)OC,"[279.04, 261.029, 199.083, 261.029, 236.034, 218.023, 236.034, 218.023, 139.038, 139.038, 69.008, 154.061, 69.008, 139.038, 83.024, 69.008, 83.024, 139.038]",-6.7825
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,"[279.093, 219.057, 201.046, 279.093, 57.07, 71.085, 279.093, 57.07, 71.085, 57.07, 219.057, 279.093, 121.028, 219.057, 57.07, 121.028, 65.039, 121.04, 65.039, 121.028, 121.04, 65.039, 121.04, 121.028, 65.039, 53.002, 51.023, 65.039, 53.002, 51.023]",-8.585
CC1CN(CC(C)O1)C1CCCCCCCCCCC1,"[282.279, 116.107, 98.096]",-5.4437
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,"[284.024, 256.029, 67.054, 284.024, 256.029, 113.06, 256.029, 284.024, 95.049, 256.029, 95.049, 67.054, 67.054, 95.049, 185.987, 67.054, 238.018, 185.987, 67.054, 238.018, 172.967]",-3.8539
CCCC(C[n]1c[n]c[n]1)c1ccc(Cl)cc1Cl,"[284.071, 70.04, 158.976, 70.04, 158.976, 172.992, 70.04, 158.976, 172.992, 70.04, 158.976, 172.992, 158.976, 70.04, 122.999, 158.976, 70.04, 122.999, 70.04, 122.999, 89.038, 89.038, 70.04, 72.984, 89.038, 72.984, 63.023]",-5.556
Cc1cccc(CC)c1N(C(C)COC)C(=O)CCl,"[284.142, 252.115, 254.112, 252.115, 254.112, 253.118, 176.143, 252.115, 254.112, 176.143, 134.095, 133.088, 134.095, 146.095, 176.142, 252.115, 176.143, 284.141, 252.115, 212.085, 284.142, 252.115, 176.143, 252.115, 284.14, 176.143, 252.115, 176.143, 212.084, 176.144, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 133.089, 91.054, 284.141, 252.115, 252.115, 284.141, 176.143, 252.115, 176.143, 212.084, 176.143, 252.115, 134.096, 176.143, 134.096, 133.089, 134.096, 91.054, 133.089, 252.115, 176.143, 252.115, 134.096, 134.096, 176.143, 133.089, 252.115, 212.084, 252.115]",-4.5038
CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,"[286.003, 214.018, 217.977, 217.977, 286.003, 214.018, 173.987, 217.977, 179.049, 173.987, 217.977, 164.026, 173.987, 144.081, 164.026, 173.987, 164.026, 144.081]",-6.9208
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"[289.876, 124.982, 127.015, 321.902, 124.982, 142.993, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 124.982, 142.993, 321.902, 124.982, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 289.876, 124.982, 142.993, 78.994, 142.993, 124.982, 78.994, 78.994, 142.993, 124.982, 289.876, 124.982, 142.993]",-4.3768
C=CCOC(C[n]1c[n]cc1)c1ccc(Cl)cc1Cl,"[297.056, 158.976, 69.045, 158.976, 109.076, 172.992, 158.976, 81.045, 141.07, 255.008, 200.987, 158.976, 255.009, 200.987, 158.976]",-5.9245
CCc1ccc(cc1)C(=O)NN(C(=O)c1cc(C)cc(C)c1)C(C)(C)C,"[297.16, 196.18, 133.065, 196.178, 133.065, 133.064, 105.07, 196.18, 297.16, 133.065, 196.18, 133.065, 196.18, 133.065, 196.181, 133.065, 105.07, 133.076, 133.065, 105.07, 133.076, 105.07, 79.054, 133.065, 297.16, 203.154, 196.178]",-7.6478
OC(C[n]1c[n]c[n]1)(c1ccccc1F)c1ccc(F)cc1,"[302.11, 70.04, 233.077, 70.04, 233.077, 123.024, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 109.045, 70.04, 123.024, 123.035, 70.04, 123.035, 75.023, 75.023, 70.04, 123.035, 75.023, 74.015, 70.04]",-10.2733
CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,"[303.03, 219.956, 176.951, 303.03, 345.077, 219.956, 219.956, 303.03, 176.951, 176.951, 184.988, 219.956, 184.987, 176.951, 148.956, 184.988, 176.951, 148.956, 112.979, 148.956, 128.998, 84.984, 94.029, 112.979, 84.984, 53.002, 62.963, 53.002, 84.984, 62.963]",-6.9508
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,"[304.009, 142.922, 86.06, 304.009, 86.06, 128.107, 86.06, 142.922, 304.009, 142.922, 86.06, 140.933, 142.922, 82.945, 140.933, 142.922, 82.945, 58.065, 82.945, 142.922, 58.065, 82.945, 142.922, 58.065, 82.945, 106.945, 60.984, 82.945, 106.945, 72.984]",-3.9208
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)[N@@]2C,"[304.156, 305.158, 182.117, 182.117, 304.156, 305.158, 182.117, 150.09, 183.12, 182.117, 150.09, 119.048, 182.116, 119.048, 150.09, 182.118, 150.091, 272.128, 304.155, 304.154, 182.118, 82.065, 182.118, 82.065, 304.155, 182.118, 105.034, 82.065, 105.034, 82.065, 182.118, 105.034, 82.065, 77.039, 304.154, 182.118, 304.154, 182.118, 82.065, 182.118, 82.065, 304.154, 182.118, 105.034, 82.065, 105.034, 82.065, 91.054, 105.034, 82.065, 77.039, 182.118, 150.091, 272.128]",-6.719
"CC(Cc1ccc(cc1)C(C)(C)C)CN1C[C@@H](C)O[C@@H](C)C1 |o1:16,19|","[304.264, 147.117, 130.123, 130.123, 147.117, 116.107, 304.263, 304.263, 304.263, 147.117, 130.123, 147.117, 98.096, 304.263, 147.117, 132.093, 98.097, 132.093, 117.07, 119.085, 304.263, 147.117, 304.263, 304.263, 147.117, 130.123, 147.117, 304.264, 98.096, 147.117, 132.093, 119.085, 132.093, 117.07, 147.117, 130.123, 147.117, 116.107]",-4.59105
Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,"[305.112, 307.106, 169.079, 169.079, 305.108, 153.101, 169.079, 153.101, 249.045, 169.079, 153.101, 135.091, 169.079, 153.101, 135.091, 305.108, 169.079, 153.102, 169.08, 153.103, 277.077, 305.109, 169.079, 305.108, 169.079, 153.102, 169.08, 153.102, 96.951, 169.079, 153.102, 96.951, 169.079, 100.022, 96.951, 100.022, 96.951, 114.961, 305.109, 169.079, 153.102, 305.109, 169.079, 153.102, 169.079, 153.102, 96.951, 169.08, 153.102, 96.951, 169.079, 100.022, 96.951, 100.022, 96.951, 114.961, 169.079, 153.102, 277.077, 169.079, 153.102, 96.951, 100.022, 169.079, 96.951, 169.079, 153.102, 100.021]",-4.0453
Cc1cc([n]c([n]1)N(CC)CC)OP(=S)(OC)OC,"[306.103, 164.118, 108.056, 108.055, 164.118, 95.06, 108.055, 124.982, 95.06, 278.072, 164.118, 274.077, 278.072, 164.118, 274.077, 169.079, 153.102, 96.951, 100.022, 169.079, 96.951, 169.079, 153.102, 100.021]",-4.8239
CC(C)(C)c1ccc(CCOc2[n]c[n]c3ccccc32)cc1,"[307.18, 161.132, 57.069]",-7.5935
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)[n]1cc[n]c1,"[308.001, 70.029, 70.065, 308.001, 265.953, 308.0, 265.954, 376.04, 308.0, 70.029, 265.953, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.96, 308.0, 265.953, 376.038, 308.0, 70.029, 265.954, 70.065, 70.029, 222.948, 70.029, 70.065, 194.916, 70.029, 70.065, 166.922, 166.922, 70.029, 132.961, 308.0, 265.953, 308.001, 265.954, 70.029, 308.001, 70.029, 265.954, 70.029, 70.065, 194.917, 70.029, 70.065, 166.922, 282.021, 308.0, 180.113, 282.021, 308.001, 180.113]",-5.9469
Fc1ccc(cc1)Oc1cc[n]c2cc(Cl)cc(Cl)c21,"[308.004, 196.979, 272.027, 308.004, 196.98, 272.027, 196.979, 213.982, 162.011, 308.004, 272.027, 196.979, 272.027, 196.979, 245.04]",-6.8239
C[Si](C[n]1c[n]c[n]1)(c1ccc(F)cc1)c1ccc(F)cc1,"[316.108, 165.07, 185.076, 247.075, 169.048, 165.07, 316.107, 316.107, 169.048, 247.075, 165.07, 169.048, 247.075, 165.07, 77.039, 185.076, 165.07, 77.038, 219.043, 165.07, 109.045, 77.039, 316.107, 169.048, 187.058, 316.107, 169.048, 247.075, 165.07, 169.048, 247.075, 165.07, 77.039, 185.076, 165.07, 77.038, 219.043, 165.07, 109.045, 77.039, 247.075, 169.048, 165.07, 165.07, 219.043, 169.048, 165.07, 109.045, 152.062, 247.075, 169.048, 165.07, 247.075, 169.048, 165.07]",-6.5331
Cc1[n]c(NCC)[n]c(OS(=O)(=O)N(C)C)c1CCCC,"[317.164, 166.097, 108.011]",-6.1249
CCS(=O)(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,"[325.096, 182.056, 368.101, 432.064, 325.096, 182.056, 182.056, 325.096, 106.065, 182.056, 106.065, 156.077, 182.056, 106.065, 83.024, 83.024, 139.05, 182.056, 83.024, 139.05, 106.065, 432.064, 325.096, 182.056, 182.056, 325.096, 106.065, 182.056, 106.065, 156.077, 182.056, 106.065, 83.024, 83.024, 139.05, 182.056, 83.024, 139.05, 157.061, 325.096, 182.056, 251.015]",-7.9469
CC1(CC(=NN1c1ccc(Cl)cc1Cl)C(=O)OCC)C(=O)OCC,"[327.03, 185.986, 298.999, 327.03, 298.999, 159.972, 159.972, 298.999, 327.03, 159.972, 172.967, 185.987, 132.961, 172.967, 185.988, 132.961, 172.967, 108.984]",-7.3251
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,"[327.078, 233.036, 152.062, 327.078, 77.039, 152.062, 327.078, 233.036, 153.07, 233.036, 153.07, 251.047, 152.062, 95.049, 153.07, 152.062, 95.049, 77.039, 152.062, 95.049, 77.038, 152.062, 77.039, 95.049, 50.015, 51.023, 152.062, 50.015, 51.023, 150.047, 251.048, 153.07, 152.062, 152.063, 77.039, 168.058, 233.037, 215.027, 229.102, 215.027, 233.037, 251.048]",-5.202
CS(=O)(=O)c1cc(Cl)c(cc1)C(=O)C1C(=O)CCCC1=O,"[329.024, 157.049, 111.044, 139.039, 293.048, 111.044, 329.024, 139.039, 157.049, 139.039, 329.024, 157.049, 139.039, 111.044, 157.049, 111.044, 68.997, 139.039, 68.997, 111.044, 139.039, 68.997, 111.044, 178.99, 329.024, 139.039, 157.049, 139.039, 329.024, 157.049, 139.039, 111.044, 157.049, 111.044, 68.997, 139.039, 68.997, 111.044, 139.039, 68.997, 111.044, 149.987, 139.039, 293.047, 111.044, 111.044, 139.039, 157.05, 111.044, 214.062, 139.039, 139.039, 293.048, 111.044, 139.039, 293.048, 111.044]",-7.426
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,"[329.141, 125.015, 218.073, 125.015, 329.141, 218.073, 125.015, 94.065, 106.065, 125.015, 94.065, 106.065, 125.015, 89.038, 94.065, 125.015, 89.038, 98.999]",-11.426
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,"[330.91, 98.984, 298.883, 98.984, 298.884, 330.91, 98.984, 298.884, 270.888, 98.984, 220.896, 270.888, 98.984, 220.896, 164.906, 98.984, 164.906, 220.896, 98.984, 164.906, 129.937, 98.984, 129.937, 164.906, 98.984, 129.937, 141.937]",-5.6021
CC1(OC(=O)N(Nc2ccccc2)C1=O)c1ccc(cc1)Oc1ccccc1,"[331.144, 238.11, 195.081, 195.081, 107.06, 92.049, 195.081, 92.049, 93.057, 92.049, 195.081, 93.057, 93.057, 92.049, 65.039, 65.039, 93.057, 92.049]",-8.3188
CC(CC)(CC)c1cc(NC(=O)c2c(cccc2OC)OC)o[n]1,"[333.18, 165.054, 85.101, 165.054, 333.181, 85.101, 165.054, 150.031, 107.049, 165.054, 150.031, 122.036, 165.055, 150.031, 122.036, 122.036, 107.013, 150.031, 107.013, 122.036, 79.018, 107.013, 55.018, 79.018, 55.018, 107.013, 63.023]",-8.384
CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"[336.117, 336.117]",-4.3391
CCCC1COC(C[n]2c[n]c[n]2)(O1)c1ccc(Cl)cc1Cl,"[342.077, 158.976, 69.07, 158.976, 204.982, 273.044, 342.077, 70.04, 342.077, 158.976, 69.07, 158.976, 69.07, 186.971, 158.976, 69.07, 172.956, 158.976, 172.956, 69.07, 158.976, 172.956, 123.0, 342.077, 69.07, 273.045, 342.077, 158.976, 69.07, 158.976, 69.07, 186.971, 158.976, 69.07, 172.956, 158.976, 172.956, 69.07, 158.976, 172.956, 123.0, 158.976, 204.982, 273.044, 158.976, 69.07, 342.077, 158.976, 69.07, 186.971, 158.976, 69.07, 172.955, 158.976, 172.955, 69.07, 158.976, 172.956, 186.971, 158.976, 172.955, 70.04, 158.976, 204.982, 273.044, 158.976, 204.982, 273.044]",-6.3768
C#CCN1c2cc(c(F)cc2OCC1=O)N1C(=O)C2CCCCC=2C1=O,"[355.109, 327.114, 204.046, 355.109, 327.114, 299.082, 299.082, 327.114, 176.05, 299.082, 148.056, 107.049, 79.054, 148.056, 107.049, 79.054, 148.056, 95.049]",-5.618
CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,"[362.04, 315.998, 334.009, 237.04, 315.998, 273.988, 237.04, 203.013, 245.993, 237.04, 140.049, 210.029, 140.049, 182.034, 210.029, 140.049, 182.034, 132.018]",-6.699
CC1c2ccc(cc2OC(=O)C=1Cl)OP(=S)(OCC)OCC,"[363.021, 365.019, 364.025, 363.023, 306.951, 226.987, 226.993, 228.99, 306.959, 226.993, 228.99, 211.016, 226.992, 211.016, 225.985]",-7.0132
Nc1c(c(C#N)[n][n]1-c1c(Cl)cc(cc1Cl)C(F)(F)F)S(=O)C(F)(F)F,"[367.95, 436.944, 367.95, 367.95, 289.976, 254.968, 254.97, 289.976, 221.009, 254.97, 221.009, 262.966, 221.009, 239.959, 254.968, 239.958, 185.032, 212.947, 436.945, 367.95, 367.95, 289.975, 254.97, 254.97, 289.976, 280.976, 254.97, 221.009, 239.958, 254.97, 239.96, 262.964, 212.948, 185.032, 227.959, 367.95]",-8.556
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"[370.168, 371.17, 372.172, 370.168, 371.17, 372.172, 370.168, 371.17, 268.134, 211.076, 268.134, 370.167, 165.07, 191.085, 211.076]",-9.1198
FC(F)C(F)(F)OCC(C[n]1c[n]c[n]1)c1ccc(Cl)cc1Cl,"[372.029, 70.04, 158.976, 158.976, 70.04, 372.029, 158.976, 70.04, 150.023, 158.976, 70.04, 150.023, 158.976, 70.04, 123.0, 158.976, 70.04, 123.0, 89.039, 123.0, 70.04, 89.039, 72.984, 70.04, 89.039, 72.984, 63.023]",-5.8697
COC(=O)/C(=C/OC)/c1ccccc1Oc1cc([n]c[n]1)Oc1ccccc1C#N,"[372.098, 404.124, 373.101, 372.098, 373.101, 344.103, 344.103, 372.098, 329.079, 329.079, 344.103, 330.082, 329.079, 183.054, 172.038, 372.098, 344.103, 329.079, 372.098, 372.097, 404.123, 372.098, 344.103, 316.107, 329.079, 344.103, 372.097, 329.079, 183.055, 328.071, 172.039, 156.044, 200.034, 172.039, 156.044, 130.04, 372.098, 404.123, 172.04, 372.098, 344.103, 316.108, 329.079, 344.103, 372.098, 329.079, 183.055, 328.071, 172.039, 156.044, 200.034, 172.039, 156.044, 130.04, 372.098]",-12.0835
Clc1cc(Cl)c(cc1)C1(CC(Br)CO1)C[n]1c[n]c[n]1,"[375.962, 158.976, 70.04, 158.976, 70.04, 375.962, 158.976, 70.04, 172.956, 158.976, 70.04, 172.956, 158.976, 70.04, 172.956, 158.976, 123.0, 70.04, 123.0, 89.039, 158.976, 89.039, 72.984, 123.0, 89.039, 72.984, 63.023]",-7.5229
CCCCOC(=O)C(C)Oc1ccc(cc1)Oc1ccc(c[n]1)C(F)(F)F,"[384.142, 328.08, 282.074, 282.074, 328.08, 254.079, 282.074, 91.054, 254.079, 91.054, 238.048, 254.079, 91.054, 238.048, 254.043, 91.054, 238.048, 65.039]",-6.4953
CC1=NN(C(=O)N1C(F)F)c1cc(NS(C)(=O)=O)c(Cl)cc1Cl,"[386.989, 405.0, 306.996, 306.996, 386.989, 308.004, 273.035, 178.017, 186.982, 163.966, 155.001, 273.035, 163.966, 182.012, 145.956, 109.979, 139.006, 182.012, 109.979, 75.01, 111.995, 75.01, 109.979, 76.018, 75.01, 76.018, 61.979]",-9.011
Cc1[n]c(NC(=O)NS(=O)(=O)c2cc[s]c2C(=O)OC)[n]c([n]1)OC,"[388.038, 167.055, 389.04, 167.055, 141.076, 204.961, 167.055, 204.961, 141.076, 167.056, 204.961, 141.076, 167.055, 204.961, 125.976, 167.056, 141.077, 204.963, 167.056, 388.038, 141.077, 167.056, 204.962, 141.077, 167.056, 204.963, 141.077, 167.056, 204.963, 141.077, 125.977, 167.056, 204.962, 125.977, 97.982, 83.024, 167.056, 388.038, 141.077, 167.056, 204.962, 141.077, 167.056, 204.962, 141.077, 167.056, 204.962, 141.077, 125.977, 167.056, 204.962, 125.977, 97.982, 83.024, 167.056, 141.077, 204.963]",-9.8928
CC(C)Cc1c(C2=NCCS2)c([n]c(C(F)F)c1C(=O)OC)C(F)(F)F,"[397.1, 377.094, 317.09, 335.046, 377.094, 61.011, 335.047, 303.021, 61.011, 61.011, 275.026, 319.015, 61.011, 271.014, 275.026]",-5.6478
CCCCN(CCCC)N=O,"[57.07, 159.149, 103.087, 57.07, 159.149, 103.087, 57.07, 103.087, 159.149, 57.07, 103.087, 53.002, 57.07, 53.002, 55.054, 57.07, 53.002, 55.054]",-1.3288
CCCCN,"[57.07, 74.097, 53.002]",1.968
COCCOCCOCCOC,"[59.049, 103.075, 89.06]",-1.3944
O=P(OCCCl)(OCCCl)OCCCl,"[63.0, 98.984, 284.961]",-1.2125
c1ccc[nH]1,"[68.05, 53.002]",0.9222
CC(C)(C)C(O)(C[n]1c[n]c[n]1)CCc1ccc(Cl)cc1,"[70.04, 308.152, 125.015, 290.142, 151.031, 165.046, 308.153, 308.152, 70.04, 125.015, 70.04, 125.015, 308.153, 70.04, 125.015, 151.031, 70.04, 125.015, 151.031, 70.04, 125.015, 116.062, 308.152, 70.04, 125.015, 308.153, 70.04, 125.015, 70.04, 125.015, 151.031, 70.04, 125.015, 151.031, 70.04, 125.015, 116.062, 70.04, 125.015, 116.062, 290.141, 151.031, 165.046, 70.04, 308.152, 125.015, 70.04, 125.015, 151.031, 70.04, 125.015, 116.062, 151.031, 290.142, 165.047, 151.031, 290.142, 165.047]",-7.8928
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)C[n]1c[n]c[n]1,"[70.04, 320.152, 125.015, 320.152, 70.04, 125.015, 70.04, 320.152, 125.015, 70.04, 125.015, 177.047, 70.04, 125.015, 95.085, 70.04, 125.015, 142.078, 70.04, 125.015, 89.039]",-7.0348
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,"[70.04, 99.081, 227.083]",-9.5086
CN(C)C(=O)Nc1ccccc1,"[72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 120.044, 165.102, 72.044, 92.049, 120.044, 72.044, 92.049, 95.049, 72.044, 165.102, 120.044, 72.044, 92.049, 120.044, 165.102, 72.044, 120.044, 72.044, 120.044, 165.102]",-4.426
CN(C)C(=O)Nc1ccc(Cl)cc1,"[72.044, 199.064, 199.063, 72.044, 199.064, 72.044, 154.006, 72.044, 199.063, 126.01, 72.044, 126.01, 154.005, 72.044, 126.01, 154.005, 72.044, 126.01, 98.999, 199.063, 72.044, 199.063, 72.044, 154.005, 72.044, 199.063, 126.01, 72.044, 126.01, 154.005, 72.044, 126.01, 99.0, 72.044, 126.01, 99.0, 72.044, 199.063]",-6.2984
Cc1ccc(cc1Cl)NC(=O)N(C)C,"[72.044, 213.079, 140.026, 72.044, 168.021, 213.079, 72.044, 213.079, 72.044, 168.021, 72.044, 213.078, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 140.026, 125.015, 213.079, 72.044, 213.079, 72.044, 168.021, 72.044, 213.079, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 140.026, 125.015, 72.044, 213.079, 168.021, 72.044, 140.026, 168.021, 72.044, 140.026, 125.015, 72.044, 213.079, 168.021, 72.044, 168.021]",-7.4437
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,"[72.044, 291.09, 218.037, 72.044, 118.065, 163.031, 72.044, 163.031, 118.065, 291.089, 164.094, 246.032, 164.094, 246.032, 147.068]",-8.4089
Cc1[n]c([n]c(OC(=O)N(C)C)c1C)N(C)C,"[72.044, 239.15, 182.129, 182.129, 195.161, 72.044, 239.15, 182.129, 72.044, 239.15, 182.129, 72.044, 72.044, 182.129, 239.151, 72.044, 182.129, 85.076, 72.044, 85.076, 109.076, 72.044, 109.076, 85.076, 239.15, 182.129, 72.044, 239.15, 182.129, 72.044, 72.044, 182.129, 239.149, 72.044, 182.129, 85.076, 72.044, 85.076, 182.129, 72.044, 109.076, 85.076, 182.129, 195.161, 72.044, 72.044, 182.129, 85.076, 72.044, 109.076, 85.076, 182.129, 195.16, 239.15, 182.129, 195.16, 72.044]",-5.1379
CN(C)N=O,"[75.055, 58.053, 57.045, 75.055, 58.053, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045]",0.4314
Nc1ccc(cc1)/N=N/c1ccccc1,"[77.039, 105.045, 198.103, 77.039, 105.045, 95.049, 198.103, 77.039, 105.045, 77.039, 105.045, 95.049]",-5.8539
c1cccc[n]1,"[80.049, 96.044]",1.3181
NC1CCCCC1,"[83.085, 100.112, 55.054]",1.0043
NCCCC[C@H](N)C(O)=O,"[84.081, 130.086, 147.112]",-8.277
Nc1[n]c[nH][n]1,"[85.051, 57.045, 58.04]",-6.3565
c1[n]cc[s]1,"[86.006, 58.995, 57.987]",1.2343
C1CCCCN1,"[86.096, 69.07, 67.054]",1.5067
CN(C)C(=S)SSC(=S)N(C)C,"[88.022, 119.994, 195.938, 88.022, 119.994, 195.938, 88.022, 119.994, 76.022, 88.022, 119.994, 76.022, 88.022, 119.994, 76.022, 88.022, 72.998, 76.022, 88.022, 72.998, 76.022, 72.998, 88.022, 71.99, 72.998, 71.99, 88.022]",-4.7632
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,"[88.039, 116.071, 256.097, 116.071, 256.097, 88.039, 302.139, 116.071, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 141.07, 88.039, 115.054, 70.029, 116.071, 302.139, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 129.07, 88.039, 115.054, 70.029, 116.071, 256.097, 88.039]",-8.20445
C1COCCN1,"[88.076, 70.065, 68.049]",1.0035
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,"[91.054, 149.023, 205.086, 91.054, 149.023, 205.086, 91.054, 149.023, 57.07, 91.054, 149.023, 65.038, 91.054, 149.023, 65.038, 91.054, 65.038, 149.023, 91.054, 65.038, 121.028, 91.054, 65.038, 63.023, 65.038, 91.054, 63.023, 65.039, 91.054, 63.023]",-5.0835
CCCN(CCC)C(=O)SCc1ccccc1,"[91.054, 252.142, 128.107, 128.107, 91.054, 86.06, 252.142, 91.054, 128.107, 91.054, 252.142, 128.107, 91.054, 128.107, 86.06, 91.054, 65.038, 91.054, 65.039, 91.054, 65.039, 252.142, 91.054, 128.107, 91.054, 252.142, 128.107, 91.054, 128.107, 86.06, 91.054, 65.038, 91.054, 65.039, 89.038, 91.054, 65.039, 128.107, 91.054, 86.06, 91.054, 128.107, 86.06, 91.054, 128.107, 91.054, 86.06, 128.107, 91.054, 86.06]",-6.2857
CC(C)(C)C(=O)N(Cc1ccccc1)C(C)C,"[91.054, 192.138, 142.123, 234.185, 91.054, 142.123, 234.185, 91.054, 192.138, 91.054, 234.186, 192.138, 91.054, 57.07, 192.138, 91.054, 57.07, 105.07, 91.054, 65.039, 57.07, 234.185, 91.054, 57.07, 234.185, 91.054, 192.138, 91.054, 234.185, 192.138, 91.054, 192.138, 57.07, 91.054, 57.07, 133.101, 91.054, 65.039, 57.07, 91.054, 192.138, 142.123]",-3.1752
CNc1ccccc1,"[93.057, 108.081, 91.054]",-0.3439
Nc1ccccc1,"[94.065, 53.039, 105.045]",-0.3098
CC(C)OC(=O)Nc1cccc(Cl)c1,"[94.065, 106.065, 124.087]",-3.7447
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,"[98.984, 204.937, 127.015, 98.984, 198.904, 155.047, 330.946, 127.015, 155.047, 330.946, 127.015]",-5.1249